_id.Country,_id.Sector,_id.Year,_id.EducationLevel,Avg_PreAI,Avg_PostAI,Avg_Automation_Impact,Avg_AI_Role_Jobs,Avg_ReskillingPrograms,Avg_EconomicImpact,Avg_SectorGrowth
Canada,Agriculture,2010,High School,6.636153846153846,8.840769230769231,0.17615384615384616,4920.153846153846,821.6153846153846,0.21538461538461537,4.886153846153846
Canada,Agriculture,2010,PhD,6.592307692307693,5.398461538461538,0.3584615384615385,3269.076923076923,746.6153846153846,0.32538461538461544,3.8053846153846154
Canada,Agriculture,2010,Unknown,8.115,6.752586206896551,0.3067241379310345,2378.793103448276,534.8103448275862,0.27241379310344827,2.899655172413793
Canada,Agriculture,2010,Bachelor,5.654999999999999,7.158125,0.3075,4568.3125,556.5625,0.204375,2.2800000000000002
Canada,Agriculture,2010,Master,2.105714285714286,4.307142857142858,0.4192857142857143,1843.857142857143,728.5714285714286,0.25142857142857145,0.7992857142857143
Canada,Agriculture,2011,Master,8.95,8.697777777777778,0.4166666666666667,3696.1111111111113,771.7777777777778,0.13555555555555557,4.612222222222222
Canada,Agriculture,2011,PhD,6.584444444444444,5.34,0.24222222222222223,2751.5555555555557,391.8888888888889,0.16444444444444445,3.9255555555555555
Canada,Agriculture,2011,Bachelor,8.573,9.466,0.084,2076.1,724.2,0.155,2.976
Canada,Agriculture,2011,Unknown,3.7926315789473684,6.562894736842105,0.38078947368421057,2089.2631578947367,577.6315789473684,0.2036842105263158,2.4771052631578945
Canada,Agriculture,2011,High School,6.0981250000000005,5.704375000000001,0.27625,3360,448.0625,0.270625,3.00625
Canada,Agriculture,2012,Master,5.268,1.8370000000000002,0.382,2157,978.8,0.414,0.99
Canada,Agriculture,2012,Bachelor,8.555833333333334,6.480833333333333,0.29916666666666664,2638.0833333333335,849.5,0.3841666666666667,3.2775
Canada,Agriculture,2012,PhD,5.261,6.515000000000001,0.233,3638.9,695.4,0.21800000000000003,5.318
Canada,Agriculture,2012,High School,9.445,7.289,0.13,3927.7,754.1,0.29500000000000004,2.95
Canada,Agriculture,2012,Unknown,6.183809523809525,5.530714285714286,0.26404761904761903,3118.285714285714,596.8571428571429,0.29928571428571427,2.9261904761904765
Canada,Agriculture,2013,Unknown,6.14825,5.80975,0.2605,3402.275,568.45,0.31525,3.6275
Canada,Agriculture,2013,PhD,8.193999999999999,10.926,0.2,2206.4,942.4,0.27399999999999997,2.692
Canada,Agriculture,2013,Master,3.7411111111111115,1.9644444444444444,0.3255555555555556,4658.666666666667,498.1111111111111,0.2744444444444445,4.23
Canada,Agriculture,2013,High School,7.1674999999999995,5.771666666666666,0.22416666666666665,3904.25,392.5,0.11916666666666668,3.9275
Canada,Agriculture,2013,Bachelor,1.2600000000000002,2.222,0.354,3642.6,285.7,0.288,1.907
Canada,Agriculture,2014,Bachelor,9.708888888888888,9.413333333333334,0.3966666666666667,3222.3333333333335,528.7777777777778,0.3188888888888889,1.8344444444444445
Canada,Agriculture,2014,High School,5.012307692307692,7.031538461538461,0.4061538461538462,2295,548.9230769230769,0.2246153846153846,1.176923076923077
Canada,Agriculture,2014,Master,5.605384615384616,5.883846153846154,0.04923076923076923,2641.5384615384614,1038.2307692307693,0.13692307692307693,0.5146153846153847
Canada,Agriculture,2014,Unknown,5.729019607843138,8.31235294117647,0.29784313725490197,2439.2156862745096,856.1764705882352,0.23666666666666666,1.6937254901960783
Canada,Agriculture,2014,PhD,5.966470588235294,8.137058823529413,0.26882352941176474,2095.764705882353,921.1176470588235,0.1935294117647059,1.9358823529411762
Canada,Agriculture,2015,Unknown,5.80027027027027,7.819459459459459,0.23702702702702702,3496.054054054054,561.6486486486486,0.23864864864864865,3.0072972972972973
Canada,Agriculture,2015,Master,8.823333333333332,3.8166666666666664,0.3958333333333333,2056.5833333333335,518.5,0.28583333333333333,2.7933333333333334
Canada,Agriculture,2015,PhD,7.625384615384615,2.7715384615384617,0.2676923076923077,3489.846153846154,429.53846153846155,0.27076923076923076,1.8953846153846154
Canada,Agriculture,2015,High School,7.4316666666666675,7.513333333333333,0.25166666666666665,4153.666666666667,932.6666666666666,0,3.2216666666666662
Canada,Agriculture,2015,Bachelor,9.413333333333332,6.398333333333333,0.135,1714,392.8333333333333,0.26166666666666666,2.455
Canada,Agriculture,2016,High School,10.202727272727271,6.561818181818182,0.21727272727272728,2127.090909090909,641.9090909090909,0.20181818181818184,2.807272727272727
Canada,Agriculture,2016,Unknown,7.675416666666667,5.837083333333333,0.28583333333333333,2039.5416666666667,849.4583333333334,0.19791666666666666,3.4499999999999997
Canada,Agriculture,2016,PhD,7.116363636363636,5.207272727272727,0.3854545454545455,2827.7272727272725,543,0.18,2.537272727272727
Canada,Agriculture,2016,Master,5.992142857142857,6.073571428571428,0.17357142857142857,1762.7142857142858,600.4285714285714,0.24642857142857144,1.7435714285714285
Canada,Agriculture,2016,Bachelor,3.41,6.267647058823529,0.1976470588235294,3564.9411764705883,367.88235294117646,0.5347058823529411,1.5123529411764707
Canada,Agriculture,2017,Master,4.590999999999999,6.3629999999999995,0.27599999999999997,3664.9,660.9,0.331,2.065
Canada,Agriculture,2017,Unknown,5.911428571428572,6.1654285714285715,0.3722857142857143,2963.2571428571428,681.2571428571429,0.21142857142857144,1.958
Canada,Agriculture,2017,High School,7.938,2.8579999999999997,0.25,4144.2,1040.4,0.292,1.468
Canada,Agriculture,2017,Bachelor,6.479375,6.001875,0.33875,3405.75,652.6875,0.174375,2.4387499999999998
Canada,Agriculture,2017,PhD,3.4125000000000005,2.8525,0.22,2213.125,676,0.28875,3.09625
Canada,Agriculture,2018,Master,7.9079999999999995,3.122,0.227,2299.6,555.1,0.11199999999999999,2.752
Canada,Agriculture,2018,PhD,8.37375,6.3725000000000005,0.2125,2648.75,840.5,0.4325,2.34375
Canada,Agriculture,2018,High School,7.05875,7.43875,0.36875,4681.625,870.25,0.29375,4.02625
Canada,Agriculture,2018,Unknown,6.5947619047619055,6.490714285714286,0.3188095238095238,2679.785714285714,743.3809523809524,0.2630952380952381,2.434761904761905
Canada,Agriculture,2018,Bachelor,6.245,4.54875,0.275,2686.375,368.25,0,3.79625
Canada,Agriculture,2019,PhD,7.41,4.708181818181818,0.35818181818181816,1827.2727272727273,857.3636363636364,0.38818181818181813,3.3127272727272725
